"Search.Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Region"	"Location.Name"	"Latitude"	"Longitude"	"Focal.Depth..km."	"Mag"	"MMI.Int"	"Deaths"	"Death.Description"	"Missing"	"Missing.Description"	"Injuries"	"Injuries.Description"	"Damage...Mil."	"Damage.Description"	"Houses.Destroyed"	"Houses.Destroyed.Description"	"Houses.Damaged"	"Houses.Damaged.Description"	"Total.Deaths"	"Total.Death.Description"	"Total.Missing"	"Total.Missing.Description"	"Total.Injuries"	"Total.Injuries.Description"	"Total.Damage...Mil."	"Total.Damage.Description"	"Total.Houses.Destroyed"	"Total.Houses.Destroyed.Description"	"Total.Houses.Damaged"	"Total.Houses.Damaged.Description"	"Mag.full"	"Freq.Country"
"94"	""	1923	12	14	10	31	NA	NA	NA	"COLOMBIA"	160	"COLOMBIA:  IPIALES"	0.87	-77.78	10	6.2	9	300	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	300	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	32
"95"	""	1923	12	22	9	55	35	NA	NA	"COLOMBIA"	160	"COLOMBIA:  GACHALA,GACHETA,UBALA,MEDINA"	4.64	-73.36	15	5.9	8	7	1	NA	NA	NA	NA	NA	3	NA	2	NA	3	7	1	NA	NA	NA	NA	NA	3	NA	2	NA	3	5	32
"96"	""	1924	3	3	8	1	0	NA	NA	"ECUADOR"	160	"ECUADOR"	-1.6	-78.6	NA	6.9	NA	40	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21
"97"	""	1924	5	13	1	52	33	NA	NA	"TURKEY"	140	"TURKEY:  ERZURUM"	39.7	42.8	NA	5.3	9	50	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	50	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	5	104
"98"	""	1924	7	3	4	40	10	NA	NA	"CHINA"	40	"CHINA: XINJIANG"	36.8	83.8	33	7.3	NA	100	2	NA	NA	NA	NA	NA	2	NA	2	NA	NA	100	2	NA	NA	NA	NA	NA	2	NA	2	NA	NA	7	152
"99"	""	1924	9	13	14	34	5	NA	NA	"TURKEY"	140	"TURKEY:  ERZURUM"	40	42	NA	6.8	10	60	2	NA	NA	NA	NA	NA	2	380	3	NA	NA	60	2	NA	NA	NA	NA	NA	2	380	3	NA	NA	6	104
"100"	""	1925	1	9	17	38	24	NA	NA	"TURKEY"	140	"TURKEY:  ARDAHAN"	41.2	42.8	NA	5.8	8	200	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	104
"101"	""	1925	3	16	14	42	12	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  TALIFU"	25.7	100.4	26	7	NA	5000	4	NA	NA	NA	4	NA	4	NA	4	NA	NA	5000	4	NA	NA	NA	4	NA	4	NA	4	NA	NA	7	152
"102"	""	1925	5	5	10	6	6	1554	NA	"PHILIPPINES"	170	"W. LUZON ISLAND, PHILIPPINES"	9.3	122.7	33	6.8	9	17	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA	17	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA	6	49
"103"	""	1925	5	23	2	9	45	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU:  TAJIMA"	35.75	134.75	NA	6.8	NA	395	3	NA	NA	NA	NA	NA	4	3333	4	NA	NA	395	3	NA	NA	NA	NA	NA	4	3333	4	NA	NA	6	63
"104"	""	1925	6	29	14	42	26.2	NA	NA	"USA"	150	"CALIFORNIA:  SANTA BARBARA"	34.418	-120.196	10	6.8	9	13	1	NA	NA	NA	NA	8	3	NA	3	NA	NA	13	1	NA	NA	NA	NA	8	3	NA	3	NA	NA	6	36
"105"	""	1925	8	7	6	46	37	NA	NA	"TURKEY"	140	"TURKEY:  DINAR"	38	30.5	NA	5.9	8	3	1	NA	NA	NA	NA	NA	3	2043	4	NA	NA	3	1	NA	NA	NA	NA	NA	3	2043	4	NA	NA	5	104
"106"	""	1925	10	14	17	5	18	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	27	100	NA	5.8	7	12	1	NA	NA	NA	3	NA	2	500	3	NA	NA	12	1	NA	NA	NA	3	NA	2	500	3	NA	NA	5	152
"107"	""	1925	12	14	NA	NA	0	NA	NA	"IRAN"	140	"IRAN:  BAJESTAN"	34.6	58.1	NA	5.5	NA	500	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"108"	""	1925	12	18	5	53	0	NA	NA	"IRAN"	140	"IRAN:  AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM"	28.5	51.2	NA	5.5	NA	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"109"	""	1926	8	31	10	40	9.7	1570	NA	"AZORES (PORTUGAL)"	130	"AZORES:  FAYAL ISLAND"	37.973	-28.59	10	5.8	10	9	1	NA	NA	200	3	NA	2	NA	3	NA	1	9	1	NA	NA	200	3	NA	2	NA	3	NA	1	5	4
"110"	""	1926	10	22	19	59	38.8	NA	NA	"TURKEY"	140	"TURKEY; ARMENIA"	40.942	43.771	15	5.9	9	400	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	400	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	5	104
"111"	""	1927	3	7	9	27	NA	1576	NA	"JAPAN"	30	"JAPAN:  HONSHU:  SW"	35.6	135.1	10	7.3	NA	3022	4	NA	NA	3295	4	40	4	15594	4	9821	4	3022	4	NA	NA	3295	4	40	4	15594	4	9821	4	7	63
"112"	""	1927	3	20	NA	NA	NA	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  XINPING"	24.1	102	NA	5	6	7	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	7	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	5	152
"113"	""	1927	5	22	22	32	42	NA	NA	"CHINA"	30	"CHINA:  GANSU PROVINCE"	36.75	102	27	7.6	11	40912	4	NA	NA	524	3	NA	4	26674	4	NA	NA	40912	4	NA	NA	524	3	NA	4	26674	4	NA	NA	7	152
"114"	""	1927	8	24	18	9	0	NA	NA	"TAIWAN"	30	"TAIWAN"	23	120.5	NA	6.8	NA	30	1	NA	NA	190	3	NA	2	200	3	NA	NA	30	1	NA	NA	190	3	NA	2	200	3	NA	NA	6	54
"115"	""	1928	3	8	18	13	0	NA	NA	"IRAN"	140	"IRAN:  NEHBANDAN"	31.6	60	NA	5	NA	4	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"116"	""	1928	3	31	0	29	47	1594	NA	"TURKEY"	140	"TURKEY:  TEPEKOY, TORBALI"	38.1	27.4	NA	6.5	9	170	3	NA	NA	700	3	NA	4	2600	4	NA	3	170	3	NA	NA	700	3	NA	4	2600	4	NA	3	6	104
"117"	""	1928	4	14	8	59	43	NA	NA	"BULGARIA"	110	"BULGARIA:  CHIRPAN"	42.2	25.3	7	6.8	10	127	3	NA	NA	1735	4	NA	4	74750	4	NA	NA	127	3	NA	NA	1735	4	NA	4	74750	4	NA	NA	6	4
"118"	""	1928	4	22	20	13	46	1597	NA	"GREECE"	130	"GREECE:  CORINTH (CORINTHIA)"	38	23	29	6	9	20	1	NA	NA	NA	NA	NA	4	3000	4	NA	NA	20	1	NA	NA	NA	NA	NA	4	3000	4	NA	NA	6	46
"119"	""	1928	5	14	22	14	48.3	NA	NA	"PERU"	160	"PERU:  CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS"	-5.435	-78.665	NA	7.3	10	29	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	29	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	67
"120"	""	1928	6	17	3	19	33.1	1605	NA	"MEXICO"	150	"MEXICO:  OAXACA"	16.028	-97.036	35	7.7	NA	4	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	53
"121"	""	1928	7	19	20	13	50	NA	NA	"CHINA"	30	"CHINA: SICHUAN PROVINCE"	31.5	120.5	NA	5.8	7	6	1	NA	NA	10	1	NA	2	NA	2	NA	NA	6	1	NA	NA	10	1	NA	2	NA	2	NA	NA	5	152
"122"	""	1928	8	21	19	2	17.9	NA	NA	"IRAN"	140	"IRAN:  SHIRVAN"	36.893	59.044	15	5.6	8	30	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	30	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"123"	""	1928	12	1	4	6	12	1609	NA	"CHILE"	160	"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO"	-35	-72	25	7.6	9	279	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	279	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	7	43
"124"	""	1928	12	19	11	37	10	1611	NA	"PHILIPPINES"	170	"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY"	7	124	NA	7.3	7	93	2	NA	NA	NA	NA	NA	2	NA	3	NA	NA	97	2	NA	NA	102	2	NA	2	NA	3	NA	NA	7	49
"125"	""	1929	1	13	18	44	39	NA	NA	"CHINA"	30	"CHINA:  NEI MONGOL"	40.7	111.6	NA	6	8	2	1	NA	NA	NA	NA	NA	2	100	2	NA	NA	2	1	NA	NA	NA	NA	NA	2	100	2	NA	NA	6	152
"126"	""	1929	1	17	11	52	0	1612	NA	"VENEZUELA"	90	"VENEZUELA: CUMANA"	10.5	-64.2	NA	6.9	9	50	1	NA	NA	800	3	NA	3	NA	NA	NA	NA	50	1	NA	NA	800	3	NA	3	NA	1	NA	1	6	13
"127"	""	1929	5	1	15	37	35.6	NA	NA	"IRAN"	140	"IRAN:  KOPET-DAGH"	38.09	57.705	10	7.2	9	3800	4	NA	NA	1121	4	NA	4	NA	NA	NA	NA	3800	4	NA	NA	1121	4	NA	4	NA	NA	NA	NA	7	138
"128"	""	1929	5	18	6	37	0	NA	NA	"TURKEY"	140	"TURKEY:  SUSEHRI"	40.2	37.9	10	6.5	8	64	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	104
"129"	""	1929	6	16	22	47	32	1618	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  SOUTH ISLAND"	-41.75	172.25	NA	7.5	NA	17	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	17	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	7	9
"130"	""	1929	7	13	7	36	43.6	NA	NA	"IRAN"	140	"IRAN:  FARUJ"	37.866	58.404	15	5.9	7	21	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	21	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	138
"131"	""	1929	7	15	7	44	0	NA	NA	"IRAN"	140	"IRAN:  MASJED SOLEYMAN,ANDARKAH"	32.2	49.7	65	6.2	NA	6	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	138
"132"	""	1930	5	5	13	45	58	3052	NA	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  PEGU, RANGOON"	17.3	96.5	NA	7.3	9	500	3	NA	NA	NA	NA	NA	3	NA	3	NA	3	500	3	NA	NA	NA	NA	NA	3	NA	3	NA	3	7	11
"133"	""	1930	5	6	22	34	26.8	NA	NA	"IRAN"	140	"IRAN:  SALMAS"	38.094	44.797	15	7.1	9	2539	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	2539	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	7	138
"134"	""	1930	5	14	19	48	22	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	26.8	103	NA	6	8	42	1	NA	NA	NA	2	NA	2	NA	3	NA	NA	42	1	NA	NA	NA	2	NA	2	NA	3	NA	NA	6	152
"135"	""	1930	7	23	0	9	NA	NA	NA	"ITALY"	130	"ITALY:  IRPINIA"	41.1	15.4	7	6.5	10	1430	4	NA	NA	NA	NA	NA	3	3188	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	42
"136"	""	1930	8	24	10	51	16	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	30	100	NA	5.5	NA	200	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	200	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	152
"137"	""	1930	9	22	NA	NA	0	NA	NA	"TAJIKISTAN"	40	"TAJIKISTAN:  DUSHANBE (STALINABAD)"	38.4	68.5	NA	6.3	NA	175	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	14
"138"	""	1930	10	2	NA	NA	0	NA	NA	"IRAN"	140	"IRAN:  AH,MOBARAKABAD,AB ALI,SARPURAK"	35.8	52.1	NA	5	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"139"	""	1930	10	30	7	13	10.1	4223	NA	"ITALY"	130	"ITALY:  SENIGALLIA"	43.89	13.483	15	6	9	18	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	18	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	6	42
"140"	""	1930	11	21	2	0	25	NA	NA	"ALBANIA"	130	"ALBANIA:  VLORE, HIMARE, KUC"	40.5	19.5	12	6	11	35	1	NA	NA	108	3	NA	3	980	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11
"141"	""	1930	11	25	19	2	47	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU:  IDU"	35	139	19	7.1	NA	259	3	NA	NA	1285	4	NA	4	8099	4	NA	NA	259	3	NA	NA	1285	4	NA	4	8099	4	NA	NA	7	63
"142"	""	1930	12	2	13	29	0	NA	NA	"ALBANIA"	130	"ALBANIA:  VLORE, TEPELENE"	40.3	19.6	4	5	9	25	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
"143"	""	1930	12	3	18	51	51	NA	NA	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  PYU"	18.2	96.4	NA	7.3	NA	36	1	NA	NA	NA	3	NA	2	NA	2	NA	2	36	1	NA	NA	NA	3	NA	2	NA	2	NA	2	7	11
"144"	""	1930	12	8	8	1	5	NA	NA	"TAIWAN"	30	"TAIWAN:  TAINAN"	23.2	120.6	NA	6.3	NA	4	1	NA	NA	NA	2	NA	2	297	3	NA	NA	4	1	NA	NA	NA	2	NA	2	297	3	NA	NA	6	54
"145"	""	1930	12	24	6	2	50	NA	NA	"ARGENTINA"	160	"ARGENTINA:  LA POMA"	-24.7	-66.3	30	6	8	39	1	NA	NA	NA	3	NA	3	NA	3	NA	3	39	1	NA	NA	NA	3	NA	3	NA	3	NA	NA	6	8
"146"	""	1931	1	28	5	55	0	NA	NA	"ALBANIA"	130	"ALBANIA:  KORCE"	40.6	20.8	33	5.8	9	90	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
"147"	""	1931	2	2	22	46	51.3	1636	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  HAWKE BAY"	-39.772	176.025	35	7.7	9	261	3	NA	NA	400	3	25	4	NA	NA	NA	NA	261	3	NA	NA	400	3	25	4	NA	NA	NA	NA	7	9
"148"	""	1931	3	31	16	2	0	NA	NA	"NICARAGUA"	100	"NICARAGUA:  MANAGUA"	13.2	-85.7	NA	5.6	NA	2450	4	NA	NA	NA	NA	15	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5
"149"	""	1931	8	10	21	18	43	NA	NA	"CHINA"	40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N"	47.1	89.8	25	8	11	10000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	10000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	8	152
"150"	""	1931	9	21	2	20	0	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU"	36.1	139.2	20	7	NA	16	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	63
"151"	""	1931	11	2	10	2	0	1646	NA	"JAPAN"	30	"JAPAN:  KYUSHU"	32	131.5	60	7.5	NA	1	1	NA	NA	NA	NA	NA	NA	14	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	14	1	NA	NA	7	63
"152"	""	1932	3	6	NA	NA	NA	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	30.1	101.8	NA	6	8	200	2	NA	NA	NA	NA	NA	1	NA	2	NA	NA	200	3	NA	NA	NA	NA	NA	1	NA	2	NA	NA	6	152
"153"	""	1932	4	6	9	11	18	NA	NA	"CHINA"	30	"CHINA:  HUBEI PROVINCE"	31.4	115	15	6	8	6	1	NA	NA	27	1	NA	2	NA	3	NA	NA	6	1	NA	NA	27	1	NA	2	NA	3	NA	NA	6	152
"154"	""	1932	5	14	13	11	0	NA	NA	"INDONESIA"	170	"INDONESIA:  SULAWESI:  KAKAS,LANGOWAN,POSO,TONDANO"	0.5	126	NA	7.4	7	6	1	NA	NA	115	2	NA	3	592	3	NA	NA	6	1	NA	NA	115	2	NA	3	592	3	NA	NA	7	125
"155"	""	1932	5	20	19	16	0	NA	NA	"IRAN"	140	"IRAN:  TORBET-I-KHEYDARLY"	36.6	53.4	12	5.4	8	1070	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	138
"156"	""	1932	6	3	10	36	58.9	1649	NA	"MEXICO"	150	"MEXICO:  NEAR COAST OF JALISCO"	19.623	-103.919	35	8.1	10	400	3	NA	NA	120	3	NA	3	NA	3	NA	NA	400	3	NA	NA	120	3	NA	3	NA	3	NA	NA	8	53
"157"	""	1932	6	6	8	44	26.3	NA	NA	"USA"	150	"CALIFORNIA: EUREKA"	40.729	-124.287	15	6.5	8	1	1	NA	NA	NA	NA	NA	2	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	1	NA	NA	6	36
"158"	""	1932	9	26	19	20	42	1655	NA	"GREECE"	130	"GREECE: HIERISSOS-STRANTONION (CHALKIDIKI)"	40.5	23.9	35	6.9	10	161	3	NA	NA	669	3	NA	4	4106	4	3218	4	161	3	NA	NA	669	3	NA	4	4106	4	3218	4	6	46
"159"	""	1932	12	25	2	4	7	NA	NA	"CHINA"	30	"CHINA:  GANSU PROVINCE"	39.7	96.7	NA	7.6	10	275	3	NA	NA	320	3	NA	3	1167	4	NA	NA	275	3	NA	NA	320	3	NA	3	1167	4	NA	NA	7	152
"160"	""	1933	3	11	1	54	7.8	1662	NA	"USA"	150	"CALIFORNIA:  LONG BEACH"	33.62	-117.97	16	6.3	9	120	3	NA	NA	NA	NA	41	4	NA	NA	NA	NA	120	3	NA	NA	NA	NA	41	4	NA	NA	NA	NA	6	36
"161"	""	1933	4	23	5	57	35	1663	NA	"GREECE"	130	"GREECE:  DODECANESE ISLANDS"	36.759	27.299	15	6.4	10	181	3	NA	NA	600	3	NA	3	NA	2	NA	2	181	3	NA	NA	600	3	NA	3	NA	2	NA	2	6	46
"162"	""	1933	8	25	7	50	30	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	31.9	103.4	NA	7.5	10	9300	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	9300	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	7	152
"163"	""	1933	9	20	NA	NA	NA	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	29.5	102.5	NA	5	6	200	3	NA	NA	NA	NA	NA	1	30	1	NA	NA	200	3	NA	NA	NA	NA	NA	1	30	1	NA	NA	5	152
"164"	""	1933	11	28	11	9	0	NA	NA	"IRAN"	140	"IRAN:  BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD"	32.1	56	27	6.3	NA	4	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	138
"165"	""	1934	1	12	13	31	52	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	23.7	102.7	NA	6	8	1	1	NA	NA	14	1	NA	2	NA	3	NA	NA	1	1	NA	NA	14	1	NA	2	NA	3	NA	NA	6	152
"166"	""	1934	1	15	8	43	25	1668	NA	"NEPAL"	60	"NEPAL; INDIA:  BIHAR"	26.773	86.762	35	8	11	10600	4	NA	NA	NA	NA	NA	4	NA	4	NA	4	10600	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	8	10
"167"	""	1934	3	12	15	5	40	NA	NA	"USA"	150	"UTAH"	41.7	-112.8	NA	6.6	8	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	1	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	1	6	36
"168"	""	1934	8	11	8	18	21	NA	NA	"TAIWAN"	30	"TAIWAN:  YILAN"	24.8	121.5	NA	6.5	NA	3	1	NA	NA	NA	NA	NA	1	6	1	NA	NA	3	1	NA	NA	NA	NA	NA	1	6	1	NA	NA	6	54
"169"	""	1935	1	4	14	41	30.8	5820	NA	"TURKEY"	140	"TURKEY"	40.62	27.451	7	6.4	10	5	1	NA	NA	30	1	NA	3	NA	4	NA	NA	5	1	NA	NA	30	1	NA	3	NA	4	NA	NA	6	104
"170"	""	1935	3	5	10	26	39.5	NA	NA	"IRAN"	140	"IRAN:  ALBORZ"	35.982	52.953	15	6	7	60	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	60	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	138
"171"	""	1935	4	11	23	14	48.8	NA	NA	"IRAN"	140	"IRAN:  KEVSUT, ALBORZ, SARI"	36.586	53.65	15	6.4	9	690	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	690	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	6	138
"172"	""	1935	4	20	22	1	54	NA	NA	"TAIWAN"	30	"TAIWAN:  MIALOI"	24.3	120.8	NA	6	8	3276	4	NA	NA	12053	4	NA	4	17907	4	NA	NA	3276	4	NA	NA	12053	4	NA	4	17907	4	NA	NA	6	54
"173"	""	1935	4	28	NA	NA	NA	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	29.4	102.3	NA	6	8	2	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	2	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	6	152
"174"	""	1935	5	1	10	24	44.5	NA	NA	"TURKEY"	140	"TURKEY:  KIGI"	40.566	43.415	10	6.1	NA	540	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	540	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	104
"175"	""	1935	5	30	21	32	46	1679	NA	"PAKISTAN"	60	"PAKISTAN:  QUETTA"	29.5	66.8	33	7.5	10	60000	4	NA	NA	NA	NA	25	4	NA	4	NA	4	60000	4	NA	NA	NA	NA	25	4	NA	4	NA	NA	7	31
"176"	""	1935	7	11	18	35	0	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU"	35	138	10	6.3	NA	9	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	63
"177"	""	1935	7	16	16	18	58	NA	NA	"TAIWAN"	30	"TAIWAN:  XIINZHU"	24.6	120.8	30	6.5	NA	2746	4	NA	NA	6004	4	NA	4	30000	4	NA	NA	2746	4	NA	NA	6004	4	NA	4	30000	4	NA	NA	6	54
"178"	""	1935	8	7	9	2	12	NA	NA	"COLOMBIA"	160	"COLOMBIA:  FUNES"	1.11	-77.34	10	6.1	8	8	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2	8	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2	6	32
"179"	""	1935	10	19	4	48	2	NA	NA	"USA"	150	"MONTANA:  HELENA"	46.6	-112	NA	6.2	8	2	1	NA	NA	NA	3	19	3	300	3	NA	NA	2	1	NA	NA	NA	3	19	3	300	3	NA	NA	6	36
"180"	""	1935	10	31	18	37	47	NA	NA	"USA"	150	"MONTANA:  HELENA"	46.6	-112	NA	6	8	2	1	NA	NA	NA	NA	6	3	NA	NA	NA	NA	2	1	NA	NA	NA	NA	6	3	NA	NA	NA	NA	6	36
"181"	""	1935	12	18	7	10	36	3580	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	28.7	103.6	NA	6	8	100	2	NA	NA	NA	NA	NA	2	NA	3	NA	NA	100	2	NA	NA	NA	NA	NA	2	NA	3	NA	NA	6	152
"182"	""	1936	1	9	9	23	0	NA	NA	"COLOMBIA"	160	"COLOMBIA"	1.1	-77.6	10	5.6	7	250	3	NA	NA	NA	NA	NA	2	NA	1	NA	NA	250	3	NA	NA	NA	NA	NA	2	NA	1	NA	NA	5	32
"183"	""	1936	6	30	19	26	6.8	NA	NA	"IRAN"	140	"IRAN:  ABIZ, SARBISHEH"	33.734	60.405	15	6.1	7	12	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	138
"184"	""	1936	7	13	11	12	15	1691	NA	"CHILE"	160	"CHILE:  TALTAL"	-24.5	-70	60	7.3	NA	1	1	NA	NA	40	1	NA	2	NA	3	NA	NA	1	1	NA	NA	40	1	NA	2	NA	3	NA	NA	7	43
"185"	""	1936	8	1	6	24	30	NA	NA	"CHINA"	30	"CHINA:  GANSU PROVINCE"	34.2	105.7	NA	6	8	115	3	NA	NA	31	1	NA	3	4459	4	NA	NA	115	1	NA	NA	31	1	NA	3	4459	4	NA	NA	6	152
"186"	""	1936	8	17	NA	NA	NA	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	26.6	103	NA	5.5	7	30	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	30	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	5	152
"187"	""	1936	8	22	6	51	35	NA	NA	"TAIWAN"	30	"TAIWAN"	22.3	120.8	NA	7.2	NA	10	1	NA	NA	10	1	NA	1	15	1	NA	NA	NA	NA	NA	NA	10	1	NA	1	15	1	NA	NA	7	54
"188"	""	1936	8	23	21	12	13	1692	NA	"INDONESIA"	60	"INDONESIA:  BANDA ACEH,LHOK SUKON,LHOKSEMAWE"	6.1	94.7	NA	7.3	8	9	1	NA	NA	20	1	NA	2	NA	NA	NA	NA	9	1	NA	NA	20	1	NA	2	NA	NA	NA	NA	7	125
"189"	""	1937	7	26	3	47	9.4	NA	NA	"MEXICO"	150	"MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ"	18.523	-95.878	35	7.2	NA	34	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	34	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	53
